timestamp,order_id,market_ticker,side,count,price,edge,p_true,book_odds,market_type,total_line,team,event_ticker
2026-02-06T18:45:22.140658,ca8c10b5-bbbc-4d5e-9d6b-704c92e5e1d9,KXNCAAMBGAME-26FEB07SFSMC-SF,NO,3,0.85,0.027301,0.877301,-1100.0,MONEYLINE,,san francisco,KXNCAAMBGAME-26FEB07SFSMC
2026-02-06T18:46:01.754191,d6f5858a-4ecd-471d-8d4c-c3fad5601a2f,KXNCAAMBGAME-26FEB07GTSTAN-GT,NO,2,0.75,0.022329,0.772329,-420.0,MONEYLINE,,georgia tech,KXNCAAMBGAME-26FEB07GTSTAN
2026-02-06T18:48:00.455665,40d87fbc-e1e4-495c-b671-bfb5cb5b8334,KXNCAAMBGAME-26FEB07TEMECU-ECU,NO,3,0.53,0.050249,0.580249,-154.0,MONEYLINE,,east carolina,KXNCAAMBGAME-26FEB07TEMECU
2026-02-06T18:48:00.603237,ec6acd83-258b-4085-8831-7ac708ed0551,KXNCAAMBGAME-26FEB07SFSMC-SMC,YES,2,0.86,0.017301,0.877301,-1100.0,MONEYLINE,,saint marys,KXNCAAMBGAME-26FEB07SFSMC
2026-02-06T18:48:40.286901,39f3f5d5-c7de-464a-8808-2e6ace14ffcc,KXNCAAMBGAME-26FEB07GTSTAN-GT,NO,2,0.75,0.022329,0.772329,-420.0,MONEYLINE,,georgia tech,KXNCAAMBGAME-26FEB07GTSTAN
2026-02-06T18:56:35.640025,2b7b90dd-fb8f-4dac-b66e-8bd6aaa8d231,KXNCAAMBGAME-26FEB07SDAKSDST-SDAK,NO,3,0.79,0.032677,0.822677,-610.0,MONEYLINE,,south dakota,KXNCAAMBGAME-26FEB07SDAKSDST
2026-02-06T18:58:56.523615,8b54b664-58fe-41d9-bc92-68de71811e11,KXNCAAMBGAME-26FEB07SDAKSDST-SDAK,NO,3,0.79,0.032677,0.822677,-610.0,MONEYLINE,,south dakota,KXNCAAMBGAME-26FEB07SDAKSDST
2026-02-06T19:00:15.543837,983c89ec-0b13-4b47-a887-ad5073bb76a9,KXNCAAMBGAME-26FEB07SCUWSU-SCU,NO,4,0.16,0.067671,0.227671,320.0,MONEYLINE,,santa clara,KXNCAAMBGAME-26FEB07SCUWSU
2026-02-06T19:00:55.728271,43227d7f-87e3-481d-b1c1-4a911bd99b57,KXNCAAMBGAME-26FEB07MOSULIB-LIB,NO,3,0.14,0.043983,0.183983,420.0,MONEYLINE,,liberty,KXNCAAMBGAME-26FEB07MOSULIB
2026-02-06T19:03:33.150384,d2f967cd-633a-4c74-894f-17e1dc0f7e40,KXNCAAMBGAME-26FEB07TEMECU-ECU,NO,1,0.56,0.020249,0.580249,-154.0,MONEYLINE,,east carolina,KXNCAAMBGAME-26FEB07TEMECU
2026-02-06T19:04:51.985393,126ba684-6842-48b3-8b8c-3df6e29438cd,KXNCAAMBGAME-26FEB07VTNCST-VT,NO,2,0.8,0.022677,0.822677,-610.0,MONEYLINE,,virginia tech,KXNCAAMBGAME-26FEB07VTNCST
2026-02-06T19:06:11.395427,5a449f94-71ec-4d86-9ee5-a6363151a26d,KXNCAAMBGAME-26FEB07BAYISU-ISU,NO,2,0.07,0.029648,0.099648,860.0,MONEYLINE,,iowa state,KXNCAAMBGAME-26FEB07BAYISU
2026-02-06T19:06:11.537862,f29d3e12-1eba-4f07-b210-f2ecb173dccf,KXNCAAMBGAME-26FEB07TEMECU-ECU,NO,1,0.56,0.020249,0.580249,-154.0,MONEYLINE,,east carolina,KXNCAAMBGAME-26FEB07TEMECU
2026-02-06T19:08:09.980526,88e76fb6-2ff0-4340-a71e-b7794d7ff08b,KXNCAAMBGAME-26FEB07TENNUK-UK,NO,1,0.45,0.016653,0.466653,105.0,MONEYLINE,,kentucky,KXNCAAMBGAME-26FEB07TENNUK
